state,year,dopen,population,presdemvoteshlag1,demmv,demvoteshlag1,demvoteshlag2,demvoteshfor1,demvoteshfor2,demwinprv1,demwinprv2,dmidterm,dpresdem
"Missouri",1986,1,5023068,39.97525,-5.278993,49.14925,52.00175,31.75017,44.92589,0,1,1,0
"Missouri",1988,0,5081736,39.97525,-35.95081,47.35742,49.14925,44.92589,35.69891,0,0,0,0
"Missouri",1992,0,5193686,47.85045,-6.961351,31.75017,47.35742,35.69891,43.77112,0,0,0,0
"Missouri",1994,1,5281206,44.06625,-24.02389,44.92589,31.75017,43.77112,50.46659,0,0,1,0
"Missouri",1998,0,5437562,47.53958,-8.904865,35.69891,44.92589,50.46659,42.79708,0,0,1,0
"Missouri",2004,0,5747741,47.08427,-13.29544,50.46659,43.77112,49.57836,39.15668,1,0,0,0
"Missouri",2006,0,5842704,46.10044,2.269906,42.79708,50.46659,39.15668,,0,1,1,0
"Missouri",2010,1,5988927,49.29665,-16.42131,49.57836,42.79708,,,1,0,1,0
"Nebraska",1916,0,1275000,0,4.094726,,,45.48549,38.24308,,,0,1
"Nebraska",1918,1,1266000,55.27974,-9.029028,49.97712,,38.24308,37.58324,1,,1,1
"Nebraska",1922,0,1312000,31.25021,-18.59342,45.48549,49.97712,37.58324,38.72087,0,1,1,0
"Nebraska",1924,0,1333000,31.25021,-24.83352,38.24308,45.48549,38.72087,39.74154,0,0,0,0
"Nebraska",1930,0,1380000,36.17984,-17.09372,38.72087,37.58324,55.29336,18.35994,0,0,1,0
"Nebraska",1934,1,1382000,62.98193,12.42545,39.74154,38.72087,18.35994,41.4915,0,0,1,1
"Nebraska",1936,0,1358000,62.98193,-25.46026,55.29336,39.74154,41.4915,22.0331,1,0,0,1
"Nebraska",1940,1,1316000,57.14339,-15.51221,18.35994,55.29336,22.0331,29.18093,0,1,0,1
"Nebraska",1942,0,1239000,42.81319,-26.94696,41.4915,18.35994,29.18093,43.29777,0,0,1,1
"Nebraska",1946,0,1256000,41.41986,-41.63814,22.0331,41.4915,43.29777,27.82744,0,0,1,1
"Nebraska",1954,1,1340000,30.84621,-22.14194,27.82744,43.29777,44.36064,41.06969,0,0,1,0
"Nebraska",1958,0,1383000,34.48557,-11.27872,38.92903,27.82744,41.06969,38.62347,0,0,1,0
"Nebraska",1960,0,1411000,34.48557,-17.86062,44.36064,38.92903,38.62347,38.82735,0,0,0,0
"Nebraska",1964,0,1482000,37.9292,-22.74881,41.06969,44.36064,38.82735,47.42857,0,0,0,1
"Nebraska",1966,0,1456000,52.60719,-22.3453,38.62347,41.06969,47.42857,46.7695,0,0,1,1
"Nebraska",1970,0,1485333,31.81218,-5.057674,38.82735,38.62347,46.7695,52.89056,0,0,1,0
"Nebraska",1972,0,1519013,31.81218,-6.317315,47.42857,38.82735,52.89056,67.61684,0,0,0,0
"Nebraska",1976,1,1550911,29.49752,5.818376,46.7695,47.42857,67.61684,66.59068,0,0,0,0
"Nebraska",1978,1,1563884,38.44967,35.29153,52.89056,46.7695,66.59068,51.93584,1,0,1,1
"Nebraska",1984,0,1588639,26.02274,3.919217,66.59068,67.61684,56.70605,58.9024,1,1,0,0
"Nebraska",1988,1,1571477,28.80791,15.04312,51.93584,66.59068,58.9024,54.78147,1,1,0,0
"Nebraska",1990,0,1580664,39.19104,17.97928,56.70605,51.93584,54.78147,41.65316,1,1,1,0
"Nebraska",1994,0,1621551,29.40345,9.777021,58.9024,56.70605,41.65316,51.00023,1,1,1,0
"Nebraska",1996,1,1647657,29.40345,-14.48443,54.78147,58.9024,51.00023,14.63713,1,1,0,0
"Nebraska",2000,1,1711230,34.95066,2.18533,41.65316,54.78147,14.63713,63.88279,0,1,0,0
"Nebraska",2002,0,1728292,33.25304,-68.12503,51.00023,41.65316,63.88279,40.05698,1,0,1,0
"Nebraska",2006,0,1772693,32.68216,27.76558,14.63713,51.00023,40.05698,,0,1,1,0
"Nebraska",2008,0,1796378,32.68216,-17.46323,63.88279,14.63713,,,1,0,0,0
"North Dakota",1914,0,620000,34.17096,-21.86691,,,38.24435,0,,,1,1
"North Dakota",1916,0,652000,34.17096,-15.60639,33.948,,0,47.71695,0,,0,1
"North Dakota",1922,1,647000,18.27691,-4.566097,0,38.24435,8.715975,19.34645,0,0,1,0
"North Dakota",1926,0,651000,6.960986,-64.07167,47.71695,0,19.34645,27.44711,0,0,1,0
"North Dakota",1928,0,665000,6.960986,-60.28788,8.715975,47.71695,27.44711,40.24429,0,0,0,0
"North Dakota",1932,0,676000,44.46539,-44.87849,19.34645,8.715975,40.24429,7.312717,0,0,0,0
"North Dakota",1934,0,672000,69.58914,-17.99951,27.44711,19.34645,7.312717,26.44708,0,0,1,1
"North Dakota",1938,0,647000,59.60485,-42.81192,40.24429,27.44711,26.44708,45.19585,0,0,1,1
"North Dakota",1940,1,640000,59.60485,-11.66221,7.312717,40.24429,45.19585,23.19962,0,0,0,1
"North Dakota",1946,0,570000,45.48237,-30.1375,45.19585,26.44708,32.4059,23.25553,1,0,1,1
"North Dakota",1950,0,620000,43.40963,-35.1882,23.19962,45.19585,23.25553,36.00862,0,1,1,1
"North Dakota",1952,0,608000,43.40963,-43.09335,32.4059,23.19962,36.00862,41.4846,0,0,0,1
"North Dakota",1956,0,613000,28.39183,-27.599,23.25553,32.4059,41.4846,39.3462,0,0,0,0
"North Dakota",1962,0,637000,44.52198,-21.30761,41.4846,36.00862,57.64313,33.70437,0,0,1,1
"North Dakota",1964,0,649000,44.52198,15.28625,39.3462,41.4846,33.70437,61.26754,0,0,0,1
"North Dakota",1968,0,621000,57.96841,-30.92595,57.64313,39.3462,61.26754,48.34529,1,0,0,1
"North Dakota",1970,0,617792,38.2315,23.46648,33.70437,57.64313,48.34529,62.09664,0,1,1,0
"North Dakota",1974,0,634559,35.78574,-.0789285,61.26754,33.70437,62.09664,28.95627,1,0,1,0
"North Dakota",1976,0,645797,35.78574,25.54423,48.34529,61.26754,28.95627,62.81714,0,1,0,0
"North Dakota",1980,1,652717,45.80301,-41.32996,62.09664,48.34529,62.81714,49.80381,1,0,0,1
"North Dakota",1982,0,668972,26.26109,28.79203,28.95627,62.09664,49.80381,59.44566,0,1,1,0
"North Dakota",1992,1,635427,42.972,20.12949,59.44566,49.80381,57.98298,63.15535,1,1,0,0
"North Dakota",1994,0,639762,32.1835,15.96596,59.00407,59.44566,63.15535,61.37254,1,1,1,0
"North Dakota",1998,0,637808,40.12785,27.99707,57.98298,59.00407,61.37254,68.27993,1,1,1,0
"North Dakota",2000,0,642237,40.12785,22.74509,63.15535,57.98298,68.27993,68.82632,1,1,0,0
"North Dakota",2004,0,644705,33.05534,36.55985,61.37254,63.15535,68.82632,22.17435,1,1,0,0
"North Dakota",2006,0,649422,35.49881,39.29783,68.27993,61.37254,22.17435,,1,1,1,0
"North Dakota",2010,1,672591,44.62054,-53.906,68.82632,68.27993,,,1,1,1,0
"South Dakota",1914,1,581000,42.07278,3.455236,,,38.94888,19.99848,,,1,1
"South Dakota",1918,1,570000,45.90514,-16.12168,48.10285,,19.99848,31.15602,1,,1,1
"South Dakota",1920,1,640000,45.90514,-30.0979,38.94888,48.10285,31.15602,33.27761,0,1,0,1
"South Dakota",1924,1,673000,19.84231,-12.97171,19.99848,38.94888,33.27761,51.63225,0,0,0,0
"South Dakota",1926,0,683000,13.35899,-26.24253,31.15602,19.99848,51.63225,44.57092,0,0,1,0
"South Dakota",1930,0,693000,39.20461,3.264499,33.27761,31.15602,44.57092,48.83224,0,0,1,0
"South Dakota",1936,0,666000,63.62373,2.087057,44.57092,51.63225,47.54374,41.25814,0,1,0,1
"South Dakota",1938,1,649000,54.01785,-4.912517,48.83224,44.57092,41.25814,36.13985,1,0,1,1
"South Dakota",1944,0,565000,42.59095,-27.7203,41.25814,47.54374,40.6654,36.08023,0,0,0,1
"South Dakota",1948,1,612000,41.67213,-18.66921,36.13985,41.25814,36.08023,42.70462,0,0,0,1
"South Dakota",1950,1,653000,47.04144,-27.83953,40.6654,36.13985,42.70462,49.20515,0,0,1,1
"South Dakota",1954,0,655000,30.72757,-14.59076,36.08023,40.6654,49.20515,47.55764,0,0,1,0
"South Dakota",1960,0,681000,41.6148,-4.884723,49.20515,42.70462,50.11737,33.71631,0,0,0,0
"South Dakota",1962,0,705000,41.78644,.2347469,47.55764,49.20515,33.71631,56.78963,0,0,1,1
"South Dakota",1966,0,683000,55.61242,-32.56738,50.11737,47.55764,56.78963,57.0434,1,0,1,1
"South Dakota",1968,0,669000,55.61242,13.57927,33.71631,50.11737,57.0434,53.0432,0,1,0,1
"South Dakota",1972,1,677234,41.96164,14.08681,56.78963,33.71631,53.0432,33.16406,1,0,0,0
"South Dakota",1974,0,679585,45.52315,6.0864,57.0434,56.78963,33.16406,39.39745,1,1,1,0
"South Dakota",1978,1,688580,48.91212,-33.67188,53.0432,57.0434,39.39745,25.50956,1,1,1,1
"South Dakota",1980,1,690768,48.91212,-18.8031,33.16406,53.0432,25.50956,51.60295,0,1,0,1
"South Dakota",1984,0,697249,31.69181,-48.98088,39.39745,33.16406,51.60295,45.07252,0,0,0,0
"South Dakota",1986,0,696034,36.5288,3.205895,25.50956,39.39745,45.07252,64.90232,0,0,1,0
"South Dakota",1990,0,696667,46.50613,-7.319209,51.60295,25.50956,64.90232,51.32194,1,0,1,0
"South Dakota",1992,0,708698,46.50613,32.3957,45.07252,51.60295,51.32194,62.14314,0,1,0,0
"South Dakota",1996,0,730699,37.14097,2.643868,64.90232,45.07252,62.14314,49.62283,1,0,0,0
"South Dakota",1998,0,730789,43.02712,25.73451,51.32194,64.90232,49.62283,49.42381,1,1,1,0
"South Dakota",2002,0,760020,37.56422,.1552552,62.14314,51.32194,49.42381,62.49169,1,1,1,0
"South Dakota",2004,0,770396,37.56422,-1.152384,49.62283,62.14314,62.49169,0,1,1,0,0
"South Dakota",2008,0,799124,38.44365,24.98338,49.42381,49.62283,0,,0,1,0,0
"South Dakota",2010,0,814180,44.74743,-100,62.49169,49.42381,,,1,0,1,0
"Virginia",1916,0,2316000,65.9478,99.83183,,,99.67681,71.8817,,,0,1
"Virginia",1922,0,2412000,61.32901,45.38577,99.67681,99.91592,73.12209,99.77431,1,1,1,0
"Virginia",1924,0,2426000,61.32901,48.94418,71.8817,99.67681,99.77431,76.66329,1,1,0,0
"Virginia",1930,0,2427000,45.89474,53.32658,99.77431,73.12209,75.96753,91.69448,1,1,1,0
"Virginia",1934,0,2485000,68.46334,55.04249,76.66329,99.77431,91.69448,93.32349,1,1,1,1
"Virginia",1936,0,2552000,68.46334,87.0171,75.96753,76.66329,93.32349,91.12929,1,1,0,1
"Virginia",1940,0,2720000,70.22924,86.64697,91.69448,75.96753,91.12929,64.84682,1,1,0,1
"Virginia",1946,0,3212000,62.36431,34.39104,91.12929,93.32349,65.59531,73.35147,1,1,1,1
"Virginia",1948,0,3207000,62.36431,34.75274,64.84682,91.12929,73.35147,79.88125,1,1,0,1
"Virginia",1952,0,3504000,47.89103,46.70295,65.59531,64.84682,79.88125,69.31671,1,1,0,1
"Virginia",1954,0,3555000,43.35675,59.76249,73.35147,65.59531,69.31671,81.27051,1,1,1,0
"Virginia",1958,0,3914000,38.36224,38.63342,79.88125,73.35147,81.27051,63.79623,1,1,1,0
"Virginia",1966,0,4456000,53.54079,25.09596,63.79623,81.27051,31.16555,46.1203,1,1,1,1
"Virginia",1970,0,4651448,32.53013,-22.34994,58.57301,63.79623,46.1203,38.26703,1,1,1,0
"Virginia",1972,0,4824472,32.53013,-5.326626,31.16555,58.57301,38.26703,49.78589,0,1,0,0
"Virginia",1976,0,5121863,30.12226,-23.46594,46.1203,31.16555,49.78589,48.80109,0,0,0,0
"Virginia",1978,1,5270240,47.95822,-.38625,38.26703,46.1203,48.80109,29.945,0,0,1,1
"Virginia",1982,1,5492783,40.30874,-2.382842,49.78589,38.26703,29.945,71.24985,0,0,1,0
"Virginia",1984,0,5643870,40.30874,-40.10248,48.80109,49.78589,71.24985,0,0,0,0,0
"Virginia",1988,1,6036909,37.09294,42.55572,29.945,48.80109,0,45.6084,0,0,0,0
"Virginia",1990,0,6213526,39.2314,-80.90709,71.24985,29.945,45.6084,47.39351,1,0,1,0
"Virginia",1994,0,6536771,40.59343,2.72972,0,71.24985,47.39351,47.68026,0,1,1,0
"Virginia",1996,0,6665491,40.59343,-5.086052,45.6084,0,47.68026,0,1,0,0,0
"Virginia",2000,0,7079057,45.14777,-4.575172,47.39351,45.6084,0,49.59431,0,1,0,0
"Virginia",2002,0,7286873,44.43561,-82.57526,47.68026,47.39351,49.59431,65.03255,0,0,1,0
"Virginia",2006,0,7673725,45.4839,.3935546,0,47.68026,65.03255,,0,0,1,0
"Virginia",2008,1,7833496,45.4839,31.304,49.59431,0,,,1,0,0,0
"Alabama",1914,1,2336000,69.88699,62.94356,,,100,67.98089,,,1,1
"Alabama",1920,0,2359000,75.98881,36.82822,100,78.1285,75.17978,80.87263,1,1,0,1
"Alabama",1924,0,2501000,66.70798,50.35956,67.98089,100,80.87263,59.71398,1,1,0,0
"Alabama",1926,1,2567000,69.68557,61.74525,75.17978,67.98089,59.71398,86.24671,1,1,1,0
"Alabama",1930,0,2647000,51.32761,19.42796,80.87263,75.17978,86.24671,87.0272,1,1,1,0
"Alabama",1936,0,2743000,84.7443,74.78909,86.24671,59.71398,86.37831,99.99422,1,1,0,1
"Alabama",1938,,2787000,86.38232,72.75662,87.0272,86.24671,99.99422,81.77793,1,1,1,1
"Alabama",1944,0,2802000,85.22283,64.83215,99.99422,86.37831,83.99954,76.53999,1,1,0,1
"Alabama",1948,0,2969000,81.30976,67.99909,81.77793,99.99422,76.53999,82.47434,1,1,0,1
"Alabama",1950,0,3062000,44.39309,53.07998,83.99954,81.77793,82.47434,100,1,1,1,1
"Alabama",1954,0,3014000,64.55341,64.94901,76.53999,83.99954,100,70.24171,1,1,1,0
"Alabama",1956,0,3071000,64.55341,100,82.47434,76.53999,70.24171,50.85563,1,1,0,0
"Alabama",1960,0,3267000,56.40829,40.4865,100,82.47434,50.85563,60.07141,1,1,0,0
"Alabama",1962,0,3323000,56.78952,1.713264,70.24171,100,60.07141,69.98729,1,1,1,1
"Alabama",1966,0,3464000,0,21.07131,50.85563,70.24171,69.98729,62.2673,1,1,1,1
"Alabama",1968,1,3446000,0,47.93985,60.07141,50.85563,62.2673,95.8438,1,1,0,1
"Alabama",1972,0,3539400,65.83635,29.20448,69.98729,60.07141,95.8438,93.99473,1,1,0,0
"Alabama",1974,0,3626499,25.51758,91.6876,62.2673,69.98729,93.99473,47.05392,1,1,1,0
"Alabama",1978,1,3831836,55.74178,87.98945,95.8438,62.2673,47.05392,62.75624,1,1,1,1
"Alabama",1980,1,3893888,55.74178,-3.099036,93.99473,95.8438,62.75624,50.2815,1,1,0,1
"Alabama",1984,0,3951820,47.20098,26.40155,47.05392,93.99473,50.2815,60.56715,0,1,0,0
"Alabama",1986,0,3991569,38.28078,.5630016,62.75624,47.05392,60.56715,64.87044,1,0,1,0
"Alabama",1990,0,4048508,39.8633,21.14696,50.2815,62.75624,64.87044,45.4618,1,1,1,0
"Alabama",1996,1,4290403,40.88006,-6.988496,64.87044,60.56715,36.69137,39.82771,1,1,0,0
"Alabama",1998,0,4351037,43.15609,-26.55047,45.4618,64.87044,39.82771,32.35436,0,1,1,0
"Alabama",2002,0,4480089,41.5665,-18.74935,36.69137,45.4618,32.35436,36.52045,0,0,1,0
"Alabama",2004,0,4530729,41.5665,-35.1908,39.82771,36.69137,36.52045,34.71016,0,0,0,0
"Alabama",2008,0,4718206,36.84374,-26.84179,32.35436,39.82771,34.71016,,0,0,0,0
"Alabama",2010,0,4779736,38.74044,-30.46532,36.52045,32.35436,,,0,0,1,0
"Arkansas",1918,0,1749000,65.96612,100,,,65.93994,73.53527,,,1,1
"Arkansas",1920,1,1756000,65.96612,31.87989,100,,73.53527,82.75537,1,,0,1
"Arkansas",1924,,1800000,58.49331,47.07054,65.93994,100,82.75537,100,1,1,0,0
"Arkansas",1930,0,1859000,60.28139,100,82.75537,73.53527,89.48499,81.83507,1,1,1,0
"Arkansas",1932,0,1836000,60.28139,78.96997,100,82.75537,81.83507,89.61426,1,1,0,0
"Arkansas",1938,0,1928000,81.79559,79.22851,81.83507,89.48499,100,85.10661,1,1,1,1
"Arkansas",1942,1,1977000,78.44309,100,89.61426,81.83507,85.10661,93.30766,1,1,1,1
"Arkansas",1944,1,1768000,78.44309,70.21323,100,89.61426,93.30766,100,1,1,0,1
"Arkansas",1948,0,1825000,69.95009,86.61533,85.10661,100,100,100,1,1,0,1
"Arkansas",1950,0,1910000,61.72141,100,93.30766,85.10661,100,82.98302,1,1,1,1
"Arkansas",1954,0,1734000,55.90415,100,100,93.30766,82.98302,99.88105,1,1,1,0
"Arkansas",1956,0,1704000,55.90415,65.96605,100,100,99.88105,68.67393,1,1,0,0
"Arkansas",1960,,1786000,52.45737,99.76211,82.98302,100,68.67393,100,1,1,0,0
"Arkansas",1962,0,1853000,50.59452,37.34787,99.88105,82.98302,100,59.14528,1,1,1,1
"Arkansas",1966,,1899000,56.06396,100,68.67393,99.88105,59.14528,60.88498,1,1,1,1
"Arkansas",1968,0,1902000,56.06396,18.29056,100,68.67393,60.88498,84.8962,1,1,0,1
"Arkansas",1974,1,2101403,30.69029,69.7924,60.88498,59.14528,76.5772,59.08728,1,1,1,0
"Arkansas",1978,1,2243127,64.96172,60.35436,84.8962,60.88498,59.08728,57.34774,1,1,1,1
"Arkansas",1980,1,2286435,64.96172,18.21548,76.5772,84.8962,57.34774,62.27607,1,1,0,1
"Arkansas",1984,0,2319768,47.52263,14.69549,59.08728,76.5772,62.27607,99.83321,1,1,0,0
"Arkansas",1986,0,2331984,38.77241,24.55962,57.34774,59.08728,99.83321,60.1772,1,1,1,0
"Arkansas",1990,0,2354343,42.19173,99.66643,62.27607,57.34774,60.1772,47.29958,1,1,1,0
"Arkansas",1992,1,2394098,42.19173,20.35439,99.83321,62.27607,47.29958,55.07476,1,1,0,0
"Arkansas",1996,1,2504858,53.20795,-5.400839,60.1772,99.83321,55.07476,53.89653,1,1,0,0
"Arkansas",1998,1,2538202,53.73645,12.84646,47.29958,60.1772,53.89653,55.89778,0,1,1,0
"Arkansas",2002,0,2705927,45.86426,7.793057,55.07476,47.29958,55.89778,79.53297,1,0,1,0
"Arkansas",2004,0,2749686,45.86426,11.82827,53.89653,55.07476,79.53297,36.94511,1,1,0,0
"Arkansas",2008,0,2874554,44.54763,59.06594,55.89778,53.89653,36.94511,,1,1,0,0
"Arkansas",2010,0,2915918,38.86466,-20.95782,79.53297,55.89778,,,1,1,1,0
"Florida",1914,0,871000,69.52219,99.03809,,,82.86055,74.26535,,,1,1
"Florida",1916,1,924000,69.52219,70.40968,99.51904,,74.26535,87.98268,1,,0,1
"Florida",1920,0,962000,69.34377,53.31833,82.86055,99.51904,87.98268,77.8642,1,1,0,1
"Florida",1922,0,1044000,47.14365,75.96535,74.26535,82.86055,77.8642,68.52988,1,1,1,0
"Florida",1926,0,1368000,56.87652,65.08205,87.98268,74.26535,68.52988,99.77622,1,1,1,0
"Florida",1928,0,1433000,56.87652,37.06065,77.8642,87.98268,99.77622,100,1,1,0,0
"Florida",1938,0,1771000,76.09763,64.89095,100,99.77622,100,71.27933,1,1,1,1
"Florida",1944,0,2420000,74.0144,42.55865,100,82.44547,78.64885,76.23506,1,1,0,1
"Florida",1950,1,2771000,48.817,52.55688,78.64885,71.27933,99.81628,100,1,1,1,1
"Florida",1952,0,3157000,48.817,99.63258,76.23506,78.64885,100,71.22949,1,1,0,1
"Florida",1956,0,4047000,44.99052,100,99.81628,76.23506,71.22949,70.02003,1,1,0,0
"Florida",1958,0,4630000,42.67074,42.45899,100,99.81628,70.02003,63.93394,1,1,1,0
"Florida",1962,0,5458000,48.48541,40.0606,71.22949,100,63.93394,44.09966,1,1,1,1
"Florida",1964,0,5781000,48.48541,27.9025,70.02003,71.22949,44.09966,53.86474,1,1,0,1
"Florida",1968,1,6433000,51.14854,-11.80069,63.93394,70.02003,53.86474,43.37762,1,1,0,1
"Florida",1970,1,6791418,30.93484,7.736823,44.09966,63.93394,43.37762,62.97451,0,1,1,0
"Florida",1974,1,8298762,27.79862,2.463541,53.86474,44.09966,62.97451,48.33887,1,0,1,0
"Florida",1976,0,8667379,27.79862,25.95356,43.37762,53.86474,48.33887,61.72894,1,1,0,0
"Florida",1980,1,9746324,51.92611,-3.317747,62.97451,43.37762,61.72894,54.73893,1,1,0,1
"Florida",1982,,10471407,38.50022,23.45789,48.33887,62.97451,54.73893,49.56857,0,1,1,0
"Florida",1986,0,11667505,34.66009,9.480098,61.72894,48.33887,49.56857,65.40458,1,0,1,0
"Florida",1988,1,12306395,34.66009,-.848484,54.73893,61.72894,65.40458,29.47784,1,1,0,0
"Florida",1992,0,13504775,38.50722,30.81359,49.56857,54.73893,29.47784,62.46938,0,1,0,0
"Florida",1994,0,13961798,39.0016,-41.01904,65.40458,49.56857,62.46938,51.04361,1,0,1,0
"Florida",1998,0,14908230,48.01978,24.93876,29.47784,65.40458,51.04361,48.32103,0,1,1,0
"Florida",2000,1,15982571,48.01978,4.851496,62.46938,29.47784,48.32103,60.30098,1,0,0,0
"Florida",2006,0,18166990,47.09111,22.20535,48.32103,51.04361,28.73458,,0,1,1,0
"Florida",2010,1,18801310,51.03331,-40.82513,60.30098,48.32103,,,1,0,1,0
"Georgia",1914,0,2776000,76.63374,36.75771,,,88.36028,94.89835,,,1,1
"Georgia",1918,1,2941000,79.50784,76.72055,68.37885,,94.89835,100,1,,1,1
"Georgia",1924,,2920000,70.90631,100,94.89835,88.36028,100,99.9982,1,1,0,0
"Georgia",1926,0,2869000,74.14268,100,100,94.89835,99.9982,92.81834,1,1,1,0
"Georgia",1932,0,2935000,56.55574,85.63667,99.9982,100,100,95.10655,1,1,0,0
"Georgia",1936,0,2978000,91.59904,100,92.81834,99.9982,95.10655,96.93662,1,1,0,1
"Georgia",1938,0,3091000,87.10411,90.2131,100,92.81834,96.93662,99.99854,1,1,1,1
"Georgia",1942,0,3209000,84.8116,93.87325,95.10655,100,99.99854,99.88966,1,1,1,1
"Georgia",1944,0,3176000,84.8116,99.99707,96.93662,95.10655,99.88966,99.99885,1,1,0,1
"Georgia",1948,0,3259000,81.73717,99.7793,99.99854,96.93662,99.99885,99.99431,1,1,0,1
"Georgia",1950,0,3445000,60.79734,99.9977,99.88966,99.99854,99.99431,99.96804,1,1,1,1
"Georgia",1954,0,3602000,69.66048,99.98862,99.99885,99.88966,99.96804,99.93842,1,1,1,0
"Georgia",1956,1,3701000,69.66048,99.93608,99.99431,99.99885,99.93842,100,1,1,0,0
"Georgia",1960,0,3943000,66.40553,99.87685,99.96804,99.99431,100,99.95327,1,1,0,0
"Georgia",1962,0,4086000,62.5397,100,99.93842,99.96804,99.95327,77.5115,1,1,1,1
"Georgia",1968,0,4482000,45.84632,55.02299,99.95327,100,53.97348,71.7366,1,1,0,1
"Georgia",1972,0,4809490,26.74934,7.946953,77.5115,99.95327,71.7366,83.13389,1,1,0,0
"Georgia",1974,0,4999419,24.72453,43.50899,53.97348,77.5115,83.13389,49.12829,1,1,1,0
"Georgia",1978,0,5295751,66.93829,66.26778,71.7366,53.97348,49.12829,79.94433,1,1,1,1
"Georgia",1980,1,5463105,66.93829,-1.743415,83.13389,71.7366,79.94433,50.91702,1,1,0,1
"Georgia",1984,0,5834954,55.78996,59.88866,49.12829,83.13389,50.91702,100,0,1,0,0
"Georgia",1986,0,6084666,39.80218,1.834035,79.94433,49.12829,100,49.35258,1,0,1,0
"Georgia",1990,0,6506531,39.49876,100,50.91702,79.94433,49.35258,48.86586,1,1,1,0
"Georgia",1992,0,6759474,39.49876,-1.294827,100,50.91702,48.86586,45.15075,1,1,0,0
"Georgia",1996,1,7332225,43.46884,1.328948,49.35258,100,45.15075,45.90449,0,1,0,0
"Georgia",2002,1,8508256,42.9874,-6.861898,45.15075,48.86586,39.9782,42.56042,0,1,1,0
"Georgia",2004,1,8769252,42.9874,-17.89864,45.90449,45.15075,42.56042,38.99865,0,0,0,0
"Georgia",2008,0,9504843,41.37495,-14.87917,39.9782,45.90449,38.99865,,0,0,0,0
"Georgia",2010,0,9687653,46.99018,-19.30873,42.56042,39.9782,,,0,0,1,0
"Louisiana",1920,,1813000,85.91111,100,100,,100,99.97601,1,,0,1
"Louisiana",1924,0,1939000,69.19975,100,100,100,99.97601,99.98162,1,1,0,0
"Louisiana",1926,0,2005000,76.4389,99.95202,100,100,99.98162,99.99879,1,1,1,0
"Louisiana",1932,1,2155000,76.29451,99.99759,99.98162,99.97601,99.99762,99.83535,1,1,0,0
"Louisiana",1936,1,2246000,92.78806,99.99523,99.99879,99.98162,99.83535,100,1,1,0,1
"Louisiana",1938,0,2285000,88.83772,99.6707,99.99762,99.99879,100,99.99092,1,1,1,1
"Louisiana",1942,0,2546000,85.88416,100,99.83535,99.99762,99.99092,99.99728,1,1,1,1
"Louisiana",1948,0,2596000,80.58893,99.99455,99.99092,100,87.7179,100,1,1,0,1
"Louisiana",1950,0,2684000,32.74855,75.43579,99.99728,99.99092,100,100,1,1,1,1
"Louisiana",1954,0,2883000,52.92215,100,87.7179,99.99728,100,79.75775,1,1,1,0
"Louisiana",1956,0,3032000,52.92215,100,100,87.7179,79.75775,75.57122,1,1,0,0
"Louisiana",1960,0,3257000,39.50763,59.5155,100,100,75.57122,100,1,1,0,0
"Louisiana",1962,0,3345000,50.42004,51.14244,79.75775,100,100,100,1,1,1,1
"Louisiana",1968,0,3603000,43.18543,100,100,75.57122,55.21106,100,1,1,0,1
"Louisiana",1972,1,3761646,28.21222,29.48796,100,100,100,100,1,1,0,0
"Louisiana",1974,0,3820109,29.75692,100,55.21106,100,100,57.6412,1,1,1,0
"Louisiana",1978,,4068579,51.73223,100,100,55.21106,57.6412,85.75896,1,1,1,1
"Louisiana",1980,1,4205900,51.73223,16.91603,100,100,85.75896,52.82047,1,1,0,1
"Louisiana",1984,0,4400477,45.74823,76.91061,57.6412,100,52.82047,53.92844,1,1,0,0
"Louisiana",1986,1,4406919,38.17539,5.640936,85.75896,57.6412,53.92844,73.07165,1,1,1,0
"Louisiana",1990,0,4219179,44.06456,10.42258,52.82047,85.75896,73.07165,50.17022,1,1,1,0
"Louisiana",1992,0,4270849,44.06456,54.44495,53.92844,52.82047,50.17022,64.02439,1,1,0,0
"Louisiana",1996,1,4338763,45.58454,.3404498,73.07165,53.92844,64.02439,51.70049,1,1,0,0
"Louisiana",1998,0,4362758,52.00999,32.38726,50.17022,73.07165,51.70049,29.33623,1,1,1,0
"Louisiana",2002,0,4497267,44.87533,3.400967,64.02439,50.17022,29.33623,52.10965,1,1,1,0
"Louisiana",2004,1,4552238,44.87533,-21.69112,51.70049,64.02439,52.10965,37.67385,1,1,0,0
"Louisiana",2008,0,4435586,42.21587,6.386307,29.33623,51.70049,37.67385,,0,1,0,0
"Louisiana",2010,0,4533372,39.93291,-18.88096,52.10965,29.33623,,,1,0,1,0
"Mississippi",1916,1,1823000,88.89785,100,,,95.03858,93.21088,,,0,1
"Mississippi",1918,1,1813000,93.34138,90.07716,100,,93.21088,100,1,,1,1
"Mississippi",1922,1,1836000,84.02534,88.28638,95.03858,100,100,100,1,1,1,0
"Mississippi",1924,1,1886000,84.02534,100,93.21088,95.03858,100,100,1,1,0,0
"Mississippi",1928,1,1981000,89.42524,100,100,93.21088,100,100,1,1,0,0
"Mississippi",1930,1,2006000,82.17718,100,100,100,100,100,1,1,1,0
"Mississippi",1934,1,2050000,95.99693,100,100,100,100,100,1,1,1,1
"Mississippi",1940,1,2176000,97.03408,100,100,100,100,100,1,1,0,1
"Mississippi",1942,1,2210000,95.7025,100,100,100,100,100,1,1,1,1
